,count added,count deleted,added - deleted,abs(added - deleted)
nothihg,1.0,1.0,0.0,0.0
notic,1.0,1.0,0.0,0.0
nowiki,1.0,1.0,0.0,0.0
nu,1.0,1.0,0.0,0.0
nurtur,1.0,1.0,0.0,0.0
nù,1.0,1.0,0.0,0.0
o.t,1.0,1.0,0.0,0.0
obama,1.0,1.0,0.0,0.0
oberv,1.0,1.0,0.0,0.0
obey,1.0,1.0,0.0,0.0
observer’,1.0,1.0,0.0,0.0
octob,1.0,1.0,0.0,0.0
odd,1.0,1.0,0.0,0.0
odorifer,1.0,1.0,0.0,0.0
omg,1.0,1.0,0.0,0.0
oneself.in,1.0,1.0,0.0,0.0
onf*ck,1.0,1.0,0.0,0.0
ordinari,1.0,1.0,0.0,0.0
org,1.0,1.0,0.0,0.0
owwwwww,1.0,1.0,0.0,0.0
oyesina,1.0,1.0,0.0,0.0
pace,1.0,1.0,0.0,0.0
pacif,1.0,1.0,0.0,0.0
parliament,1.0,1.0,0.0,0.0
parsif,1.0,1.0,0.0,0.0
parti,1.0,1.0,0.0,0.0
pas,1.0,1.0,0.0,0.0
passions_,1.0,1.0,0.0,0.0
paulo,1.0,1.0,0.0,0.0
pearl,1.0,1.0,0.0,0.0
pedophil,1.0,1.0,0.0,0.0
peoplea,1.0,1.0,0.0,0.0
peral,1.0,1.0,0.0,0.0
perception/imag,1.0,1.0,0.0,0.0
perfectli,1.0,1.0,0.0,0.0
perki,1.0,1.0,0.0,0.0
peronsnsn,1.0,1.0,0.0,0.0
personfication===,1.0,1.0,0.0,0.0
ph.d.,1.0,1.0,0.0,0.0
phenomenon,1.0,1.0,0.0,0.0
pheromon,1.0,1.0,0.0,0.0
philo,1.0,1.0,0.0,0.0
philosophical,1.0,1.0,0.0,0.0
philosophies/,1.0,1.0,0.0,0.0
philosopth,1.0,1.0,0.0,0.0
physician,1.0,1.0,0.0,0.0
pictur,1.0,1.0,0.0,0.0
pie,1.0,1.0,0.0,0.0
piec,1.0,1.0,0.0,0.0
pillow,1.0,1.0,0.0,0.0
pimpslap,1.0,1.0,0.0,0.0
pitch,1.0,1.0,0.0,0.0
"pitfalls,",1.0,1.0,0.0,0.0
pithi,1.0,1.0,0.0,0.0
pizza,1.0,1.0,0.0,0.0
plant,1.0,1.0,0.0,0.0
platonist,1.0,1.0,0.0,0.0
plight,1.0,1.0,0.0,0.0
poem,1.0,1.0,0.0,0.0
poet,1.0,1.0,0.0,0.0
poo,1.0,1.0,0.0,0.0
poopi,1.0,1.0,0.0,0.0
poopoo,1.0,1.0,0.0,0.0
popul,1.0,1.0,0.0,0.0
portabl,1.0,1.0,0.0,0.0
positive-wisdom,1.0,1.0,0.0,0.0
potter,1.0,1.0,0.0,0.0
prajna,1.0,1.0,0.0,0.0
pranati,1.0,1.0,0.0,0.0
prcchati,1.0,1.0,0.0,0.0
preach,1.0,1.0,0.0,0.0
predefin,1.0,1.0,0.0,0.0
predit,1.0,1.0,0.0,0.0
prefatori,1.0,1.0,0.0,0.0
pregnant,1.0,1.0,0.0,0.0
presec,1.0,1.0,0.0,0.0
pretti,1.0,1.0,0.0,0.0
prevent,1.0,1.0,0.0,0.0
prime,1.0,1.0,0.0,0.0
profoundli,1.0,1.0,0.0,0.0
promin,1.0,1.0,0.0,0.0
pronunci,1.0,1.0,0.0,0.0
proverb|wis,1.0,1.0,0.0,0.0
"prudence,",1.0,1.0,0.0,0.0
psycan,1.0,1.0,0.0,0.0
psychic,1.0,1.0,0.0,0.0
psychology=,1.0,1.0,0.0,0.0
publisheb,1.0,1.0,0.0,0.0
publisher=routledg,1.0,1.0,0.0,0.0
pure-self,1.0,1.0,0.0,0.0
pure-self/wisdom/selfless,1.0,1.0,0.0,0.0
q.,1.0,1.0,0.0,0.0
quintessenti,1.0,1.0,0.0,0.0
rabbi,1.0,1.0,0.0,0.0
radiat,1.0,1.0,0.0,0.0
rank,1.0,1.0,0.0,0.0
raphael,1.0,1.0,0.0,0.0
rather,1.0,1.0,0.0,0.0
ravi,1.0,1.0,0.0,0.0
rb,1.0,1.0,0.0,0.0
rbweeeeeeeeeeeeeeeeeeeeeeeeeeeee,1.0,1.0,0.0,0.0
react,1.0,1.0,0.0,0.0
reali,1.0,1.0,0.0,0.0
reau,1.0,1.0,0.0,0.0
reckon,1.0,1.0,0.0,0.0
reflist|2,1.0,1.0,0.0,0.0
refrenc,1.0,1.0,0.0,0.0
refus,1.0,1.0,0.0,0.0
"religions,",1.0,1.0,0.0,0.0
remind,1.0,1.0,0.0,0.0
repeat,1.0,1.0,0.0,0.0
repeatedli,1.0,1.0,0.0,0.0
repent,1.0,1.0,0.0,0.0
repositori,1.0,1.0,0.0,0.0
reproof,1.0,1.0,0.0,0.0
requier,1.0,1.0,0.0,0.0
requisit,1.0,1.0,0.0,0.0
response-pattern,1.0,1.0,0.0,0.0
responsibility|url=http,1.0,1.0,0.0,0.0
rex,1.0,1.0,0.0,0.0
rhi,1.0,1.0,0.0,0.0
ricciarelli,1.0,1.0,0.0,0.0
rich,1.0,1.0,0.0,0.0
riddl,1.0,1.0,0.0,0.0
rob,1.0,1.0,0.0,0.0
rock,1.0,1.0,0.0,0.0
roditi,1.0,1.0,0.0,0.0
rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrroooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccckkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1.0,1.0,0.0,0.0
rude,1.0,1.0,0.0,0.0
ruin,1.0,1.0,0.0,0.0
rulezzz,1.0,1.0,0.0,0.0
ruth,1.0,1.0,0.0,0.0
saccidananda,1.0,1.0,0.0,0.0
sagacity|sagac,1.0,1.0,0.0,0.0
salera,1.0,1.0,0.0,0.0
"sanskrit,",1.0,1.0,0.0,0.0
sapos,1.0,1.0,0.0,0.0
satan,1.0,1.0,0.0,0.0
sati,1.0,1.0,0.0,0.0
scarc,1.0,1.0,0.0,0.0
scientic,1.0,1.0,0.0,0.0
scruple|scrupl,1.0,1.0,0.0,0.0
secur,1.0,1.0,0.0,0.0
seeker,1.0,1.0,0.0,0.0
self-assur,1.0,1.0,0.0,0.0
self-cent,1.0,1.0,0.0,0.0
self-own,1.0,1.0,0.0,0.0
self-reflection|reflect,1.0,1.0,0.0,0.0
selflessness/wisdom,1.0,1.0,0.0,0.0
semit,1.0,1.0,0.0,0.0
sender,1.0,1.0,0.0,0.0
senil,1.0,1.0,0.0,0.0
sexi,1.0,1.0,0.0,0.0
shankar,1.0,1.0,0.0,0.0
shaw,1.0,1.0,0.0,0.0
sheelan,1.0,1.0,0.0,0.0
shenanigian,1.0,1.0,0.0,0.0
shinest,1.0,1.0,0.0,0.0
shoes.you,1.0,1.0,0.0,0.0
shot,1.0,1.0,0.0,0.0
shu,1.0,1.0,0.0,0.0
shù,1.0,1.0,0.0,0.0
sick,1.0,1.0,0.0,0.0
sight,1.0,1.0,0.0,0.0
sign,1.0,1.0,0.0,0.0
silentio,1.0,1.0,0.0,0.0
similarli,1.0,1.0,0.0,0.0
similiarit,1.0,1.0,0.0,0.0
sin,1.0,1.0,0.0,0.0
sing,1.0,1.0,0.0,0.0
singl,1.0,1.0,0.0,0.0
sir,1.0,1.0,0.0,0.0
sister,1.0,1.0,0.0,0.0
size,1.0,1.0,0.0,0.0
skills-,1.0,1.0,0.0,0.0
slain,1.0,1.0,0.0,0.0
slave,1.0,1.0,0.0,0.0
slay,1.0,1.0,0.0,0.0
smell,1.0,1.0,0.0,0.0
snyder,1.0,1.0,0.0,0.0
solli,1.0,1.0,0.0,0.0
soloman,1.0,1.0,0.0,0.0
somebodi,1.0,1.0,0.0,0.0
song,1.0,1.0,0.0,0.0
sophier,1.0,1.0,0.0,0.0
sorceress,1.0,1.0,0.0,0.0
south,1.0,1.0,0.0,0.0
speech,1.0,1.0,0.0,0.0
spoke,1.0,1.0,0.0,0.0
spoken,1.0,1.0,0.0,0.0
squeaki,1.0,1.0,0.0,0.0
srila,1.0,1.0,0.0,0.0
sta,1.0,1.0,0.0,0.0
standpoint,1.0,1.0,0.0,0.0
states|,1.0,1.0,0.0,0.0
steal,1.0,1.0,0.0,0.0
stem,1.0,1.0,0.0,0.0
stephan,1.0,1.0,0.0,0.0
stori,1.0,1.0,0.0,0.0
strategi,1.0,1.0,0.0,0.0
"streets,",1.0,1.0,0.0,0.0
stretcch,1.0,1.0,0.0,0.0
stretch,1.0,1.0,0.0,0.0
string,1.0,1.0,0.0,0.0
stripper,1.0,1.0,0.0,0.0
struck,1.0,1.0,0.0,0.0
structur,1.0,1.0,0.0,0.0
stuck,1.0,1.0,0.0,0.0
subtli,1.0,1.0,0.0,0.0
suckseed,1.0,1.0,0.0,0.0
suk,1.0,1.0,0.0,0.0
sum,1.0,1.0,0.0,0.0
sumprem,1.0,1.0,0.0,0.0
sunlight,1.0,1.0,0.0,0.0
sure,1.0,1.0,0.0,0.0
suri,1.0,1.0,0.0,0.0
surnaf*ck,1.0,1.0,0.0,0.0
surpass,1.0,1.0,0.0,0.0
sutta,1.0,1.0,0.0,0.0
symbolis,1.0,1.0,0.0,0.0
synonum,1.0,1.0,0.0,0.0
system”,1.0,1.0,0.0,0.0
sze,1.0,1.0,0.0,0.0
ta,1.0,1.0,0.0,0.0
taichi,1.0,1.0,0.0,0.0
talk:49.139.99.176|talk,1.0,1.0,0.0,0.0
talk:65.189.39.143|talk,1.0,1.0,0.0,0.0
tan,1.0,1.0,0.0,0.0
tattva-viveka,1.0,1.0,0.0,0.0
tautology|tautolog,1.0,1.0,0.0,0.0
tawandhamma,1.0,1.0,0.0,0.0
teacher,1.0,1.0,0.0,0.0
teenag,1.0,1.0,0.0,0.0
thakura,1.0,1.0,0.0,0.0
thanksgiv,1.0,1.0,0.0,0.0
therapi,1.0,1.0,0.0,0.0
thinkexist.com,1.0,1.0,0.0,0.0
throughout,1.0,1.0,0.0,0.0
"thus,",1.0,1.0,0.0,0.0
ti,1.0,1.0,0.0,0.0
tip,1.0,1.0,0.0,0.0
title=wisdom,1.0,1.0,0.0,0.0
tj,1.0,1.0,0.0,0.0
tobogan,1.0,1.0,0.0,0.0
tolstoy,1.0,1.0,0.0,0.0
tomato,1.0,1.0,0.0,0.0
tommi,1.0,1.0,0.0,0.0
tomorrow,1.0,1.0,0.0,0.0
ton,1.0,1.0,0.0,0.0
tongu,1.0,1.0,0.0,0.0
took,1.0,1.0,0.0,0.0
tooooooooooo,1.0,1.0,0.0,0.0
tough,1.0,1.0,0.0,0.0
towardsbig,1.0,1.0,0.0,0.0
"traditionally,",1.0,1.0,0.0,0.0
transient,1.0,1.0,0.0,0.0
transmiss,1.0,1.0,0.0,0.0
transmit,1.0,1.0,0.0,0.0
tratdit,1.0,1.0,0.0,0.0
trial,1.0,1.0,0.0,0.0
tribut,1.0,1.0,0.0,0.0
tropism,1.0,1.0,0.0,0.0
trough,1.0,1.0,0.0,0.0
ttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttthhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiisssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,1.0,1.0,0.0,0.0
tān,1.0,1.0,0.0,0.0
udo,1.0,1.0,0.0,0.0
unabl,1.0,1.0,0.0,0.0
unadulter,1.0,1.0,0.0,0.0
unclear,1.0,1.0,0.0,0.0
undefin,1.0,1.0,0.0,0.0
unfortun,1.0,1.0,0.0,0.0
unimportant.2.th,1.0,1.0,0.0,0.0
unknown,1.0,1.0,0.0,0.0
unsourc,1.0,1.0,0.0,0.0
usa,1.0,1.0,0.0,0.0
usefully-wis,1.0,1.0,0.0,0.0
useless,1.0,1.0,0.0,0.0
utilis,1.0,1.0,0.0,0.0
va,1.0,1.0,0.0,0.0
vaccin,1.0,1.0,0.0,0.0
veiw,1.0,1.0,0.0,0.0
vertic,1.0,1.0,0.0,0.0
veryy,1.0,1.0,0.0,0.0
viewpoint,1.0,1.0,0.0,0.0
vindic,1.0,1.0,0.0,0.0
violenc,1.0,1.0,0.0,0.0
visvabhavayoh,1.0,1.0,0.0,0.0
voltair,1.0,1.0,0.0,0.0
"waffle,",1.0,1.0,0.0,0.0
wander,1.0,1.0,0.0,0.0
warmth,1.0,1.0,0.0,0.0
wast,1.0,1.0,0.0,0.0
wastemen,1.0,1.0,0.0,0.0
water,1.0,1.0,0.0,0.0
watson,1.0,1.0,0.0,0.0
waz,1.0,1.0,0.0,0.0
weasel-inlin,1.0,1.0,0.0,0.0
web|publisher=ed.gov|date=31,1.0,1.0,0.0,0.0
weeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeedisdom,1.0,1.0,0.0,0.0
well-found,1.0,1.0,0.0,0.0
wellb,1.0,1.0,0.0,0.0
wendsday,1.0,1.0,0.0,0.0
werong,1.0,1.0,0.0,0.0
whiz,1.0,1.0,0.0,0.0
widely-held,1.0,1.0,0.0,0.0
wider,1.0,1.0,0.0,0.0
widow,1.0,1.0,0.0,0.0
wife,1.0,1.0,0.0,0.0
wiktionarypar|-wis,1.0,1.0,0.0,0.0
win,1.0,1.0,0.0,0.0
wisd,1.0,1.0,0.0,0.0
wisdom-1.th,1.0,1.0,0.0,0.0
wisdom..,1.0,1.0,0.0,0.0
wisdom.”_michael,1.0,1.0,0.0,0.0
wisdom/selfless,1.0,1.0,0.0,0.0
wisdomresearch,1.0,1.0,0.0,0.0
"wise,",1.0,1.0,0.0,0.0
wise..,1.0,1.0,0.0,0.0
witch,1.0,1.0,0.0,0.0
"with,",1.0,1.0,0.0,0.0
wiz,1.0,1.0,0.0,0.0
wizdom,1.0,1.0,0.0,0.0
wolf,1.0,1.0,0.0,0.0
wolrd,1.0,1.0,0.0,0.0
wonder,1.0,1.0,0.0,0.0
world.,1.0,1.0,0.0,0.0
worship,1.0,1.0,0.0,0.0
worthwhil,1.0,1.0,0.0,0.0
wu,1.0,1.0,0.0,0.0
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwweeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeebbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiittttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttteeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1.0,1.0,0.0,0.0
wù,1.0,1.0,0.0,0.0
x,1.0,1.0,0.0,0.0
xi,1.0,1.0,0.0,0.0
xin,1.0,1.0,0.0,0.0
xue,1.0,1.0,0.0,0.0
xué,1.0,1.0,0.0,0.0
xìn,1.0,1.0,0.0,0.0
xí,1.0,1.0,0.0,0.0
ya,1.0,1.0,0.0,0.0
yall,1.0,1.0,0.0,0.0
year=2010,1.0,1.0,0.0,0.0
yell,1.0,1.0,0.0,0.0
yesterday,1.0,1.0,0.0,0.0
yoda,1.0,1.0,0.0,0.0
york|year=1990|pages=160–177|isbn=0521367182,1.0,1.0,0.0,0.0
yoyoyo,1.0,1.0,0.0,0.0
yshvo,1.0,1.0,0.0,0.0
zhì,1.0,1.0,0.0,0.0
zì,1.0,1.0,0.0,0.0
|buddhist,1.0,1.0,0.0,0.0
|date=2010,1.0,1.0,0.0,0.0
|date=decemb,1.0,1.0,0.0,0.0
|dictum,1.0,1.0,0.0,0.0
|last=turnbil,1.0,1.0,0.0,0.0
|location=new,1.0,1.0,0.0,0.0
|page=260,1.0,1.0,0.0,0.0
|publisher=thewildwest.org,1.0,1.0,0.0,0.0
|ref=harv,1.0,1.0,0.0,0.0
|sia,1.0,1.0,0.0,0.0
|title=athena,1.0,1.0,0.0,0.0
|title=myth,1.0,1.0,0.0,0.0
înţelepciun,1.0,1.0,0.0,0.0
œ,1.0,1.0,0.0,0.0
קרניים,1.0,1.0,0.0,0.0
دانایی,1.0,1.0,0.0,0.0
‘a,1.0,1.0,0.0,0.0
‘data,1.0,1.0,0.0,0.0
‘have,1.0,1.0,0.0,0.0
‘infinit,1.0,1.0,0.0,0.0
‘knowledg,1.0,1.0,0.0,0.0
‘scientia’,1.0,1.0,0.0,0.0
‘the,1.0,1.0,0.0,0.0
“a,1.0,1.0,0.0,0.0
“anyon,1.0,1.0,0.0,0.0
“are,1.0,1.0,0.0,0.0
“in,1.0,1.0,0.0,0.0
“there,1.0,1.0,0.0,0.0
“thi,1.0,1.0,0.0,0.0
“wisdom,1.0,1.0,0.0,0.0
”abil,1.0,1.0,0.0,0.0
→kleinman,1.0,1.0,0.0,0.0
人,1.0,1.0,0.0,0.0
人+二=仁,1.0,1.0,0.0,0.0
人+言=信,1.0,1.0,0.0,0.0
今+貝=貪,1.0,1.0,0.0,0.0
奴+心=怒,1.0,1.0,0.0,0.0
如+心=恕,1.0,1.0,0.0,0.0
心+吾=悟,1.0,1.0,0.0,0.0
手+爻+手+冖+子=學,1.0,1.0,0.0,0.0
手+爻+手+冖+見=覺,1.0,1.0,0.0,0.0
知+疒=痴,1.0,1.0,0.0,0.0
羽+白=習,1.0,1.0,0.0,0.0
習,1.0,1.0,0.0,0.0
能人，能仁,1.0,1.0,0.0,0.0
自,1.0,1.0,0.0,0.0
覺悟,1.0,1.0,0.0,0.0
辶+首=道,1.0,1.0,0.0,0.0
道,1.0,1.0,0.0,0.0
道：,1.0,1.0,0.0,0.0
,1.0,1.0,0.0,0.0
bibleref|,11.0,,,
bibleref2,10.0,,,
|date=march,5.0,,,
author2,3.0,,,
|last=,3.0,,,
''om,2.0,,,
'care,2.0,,,
.the,2.0,,,
//en.wikipedia.org/wiki/adhan,2.0,,,
1336104000,2.0,,,
200px,2.0,,,
22–31,2.0,,,
3:,2.0,,,
4b4959cf047f61fe,2.0,,,
asset,2.0,,,
ayat|ayat,2.0,,,
bibleref|1corinthians|,2.0,,,
cc,2.0,,,
"church,",2.0,,,
div,2.0,,,
ex,2.0,,,
isbn-10,2.0,,,
isbn-13,2.0,,,
oref=slogin,2.0,,,
"said,",2.0,,,
"way,",2.0,,,
|publisher=b,2.0,,,
''homo,1.0,,,
''inform,1.0,,,
''mrtyor-maa,1.0,,,
''qaran,1.0,,,
''shade,1.0,,,
''shristi,1.0,,,
''tamaso,1.0,,,
'ata’,1.0,,,
'd,1.0,,,
'fidel,1.0,,,
'hope,1.0,,,
'k,1.0,,,
'nowledge’,1.0,,,
'pride,1.0,,,
'purpos,1.0,,,
'truth,1.0,,,
'will,1.0,,,
*e.f.,1.0,,,
*the,1.0,,,
+realiti,1.0,,,
-6,1.0,,,
-seri,1.0,,,
.wisdom,1.0,,,
//209,1.0,,,
//book,1.0,,,
//en.wikipedia.org/wiki/erikson,1.0,,,
//en.wikiquote.org/wiki/charles_spurgeon,1.0,,,
//http,1.0,,,
//sentientonline.net/,1.0,,,
//www,1.0,,,
//www.alnadawi.com/islam/hadeeth,1.0,,,
//www.definingwisdom.org,1.0,,,
//www.empathicperspectives.blogpspot.com/,1.0,,,
/living_wisdom.html,1.0,,,
0-521-36718-9,1.0,,,
0-9796410-0-8,1.0,,,
1-55896-568-3,1.0,,,
160–177,1.0,,,
161.33.50/dictionary/wisdom,1.0,,,
17–31,1.0,,,
18,1.0,,,
21–23,1.0,,,
238,1.0,,,
2:,1.0,,,
33em,1.0,,,
3–4,1.0,,,
4-,1.0,,,
450.,1.0,,,
4–5,1.0,,,
551–479,1.0,,,
5–6,1.0,,,
8:30,1.0,,,
8–10,1.0,,,
978,1.0,,,
978-1558965683,1.0,,,
9780307462473|page=,1.0,,,
:10,1.0,,,
===judaism===,1.0,,,
==buddhism==,1.0,,,
==definition==,1.0,,,
==relgiou,1.0,,,
==taoism==,1.0,,,
a:,1.0,,,
absolute_pitch|,1.0,,,
activities.”,1.0,,,
administr,1.0,,,
alien,1.0,,,
allegorywisdomstrength,1.0,,,
